"","date","team","conf","opp","opp_conf","location","result","score","wab","quad"
"7185",2024-02-02,"Fairfield","MAAC","Iona","MAAC","Away","L","91-82",-0.743303222147165,"Quadrant 3"
"7186",2024-02-02,"Iona","MAAC","Fairfield","MAAC","Home","W","91-82",0.0739503683140366,"Quadrant 4"
"7187",2024-02-02,"Kent St.","MAC","Buffalo","MAC","Away","W","83-52",0.0458000844378809,"Quadrant 4"
"7188",2024-02-02,"Buffalo","MAC","Kent St.","MAC","Home","L","83-52",-0.915745718913341,"Quadrant 4"
"7189",2024-02-02,"Mount St. Mary's","MAAC","Marist","MAAC","Away","W","76-58",0.210895962024322,"Quadrant 3"
"7190",2024-02-02,"Marist","MAAC","Mount St. Mary's","MAAC","Home","L","76-58",-0.928935153880691,"Quadrant 4"
"7191",2024-02-02,"Niagara","MAAC","Saint Peter's","MAAC","Away","W","68-59",0.183116770556077,"Quadrant 3"
"7192",2024-02-02,"Saint Peter's","MAAC","Niagara","MAAC","Home","L","68-59",-0.952037487987652,"Quadrant 4"
"7193",2024-02-02,"Ohio St.","B10","Iowa","B10","Away","L","79-77",-0.404802152057424,"Quadrant 1"
"7194",2024-02-02,"Iowa","B10","Ohio St.","B10","Home","W","79-77",0.294100587683063,"Quadrant 2"
"7195",2024-02-02,"Penn","Ivy","Brown","Ivy","Away","L","70-61",-0.839285168563185,"Quadrant 4"
"7196",2024-02-02,"Brown","Ivy","Penn","Ivy","Home","W","70-61",0.0657317922854448,"Quadrant 4"
"7197",2024-02-02,"Princeton","Ivy","Yale","Ivy","Away","L","70-64",-0.46763004281025,"Quadrant 2"
"7198",2024-02-02,"Yale","Ivy","Princeton","Ivy","Home","W","70-64",0.234196962256026,"Quadrant 2"
"7199",2024-02-02,"Quinnipiac","MAAC","Manhattan","MAAC","Away","W","77-71",0.0658478794338978,"Quadrant 4"
"7200",2024-02-02,"Manhattan","MAAC","Quinnipiac","MAAC","Home","L","77-71",-0.901738521605619,"Quadrant 3"
"7201",2024-02-02,"San Jose St.","MWC","Nevada","MWC","Away","L","90-60",-0.354870820324251,"Quadrant 1"
"7202",2024-02-02,"Nevada","MWC","San Jose St.","MWC","Home","W","90-60",0.0691184944619166,"Quadrant 4"
"7203",2024-02-02,"Siena","MAAC","Rider","MAAC","Away","L","91-50",-0.858847467602381,"Quadrant 4"
"7204",2024-02-02,"Rider","MAAC","Siena","MAAC","Home","W","91-50",0.00894483178224115,"Quadrant 4"
"7205",2024-02-02,"St. Bonaventure","A10","Dayton","A10","Away","L","76-71",-0.283526683583598,"Quadrant 1"
"7206",2024-02-02,"Dayton","A10","St. Bonaventure","A10","Home","W","76-71",0.229209154589564,"Quadrant 2"
"7207",2024-02-02,"Toledo","MAC","Akron","MAC","Away","L","77-70",-0.567078146153094,"Quadrant 2"
"7208",2024-02-02,"Akron","MAC","Toledo","MAC","Home","W","77-70",0.100026735314346,"Quadrant 3"
"7209",2024-02-03,"Air Force","MWC","Boise St.","MWC","Away","L","94-56",-0.352529717964296,"Quadrant 1"
"7210",2024-02-03,"Boise St.","MWC","Air Force","MWC","Home","W","94-56",0.059330736511062,"Quadrant 4"
"7211",2024-02-03,"Appalachian St.","SB","Georgia Southern","SB","Away","W","85-84",0.0986246482336953,"Quadrant 4"
"7212",2024-02-03,"Georgia Southern","SB","Appalachian St.","SB","Home","L","85-84",-0.814247011376867,"Quadrant 3"
"7213",2024-02-03,"Arkansas Pine Bluff","SWAC","Mississippi Valley St.","SWAC","Away","W","83-77",0.00796343158723778,"Quadrant 4"
"7214",2024-02-03,"Mississippi Valley St.","SWAC","Arkansas Pine Bluff","SWAC","Home","L","83-77",-0.983349943622605,"Quadrant 4"
"7215",2024-02-03,"Arkansas","SEC","LSU","SEC","Away","L","95-74",-0.454700946655668,"Quadrant 2"
"7216",2024-02-03,"LSU","SEC","Arkansas","SEC","Home","W","95-74",0.144474570613148,"Quadrant 3"
"7217",2024-02-03,"Auburn","SEC","Mississippi","SEC","Away","W","91-77",0.613792898324385,"Quadrant 1"
"7218",2024-02-03,"Mississippi","SEC","Auburn","SEC","Home","L","91-77",-0.357656484791942,"Quadrant 1"
"7219",2024-02-03,"BYU","B12","West Virginia","B12","Away","W","86-73",0.318197064792674,"Quadrant 3"
"7220",2024-02-03,"West Virginia","B12","BYU","B12","Home","L","86-73",-0.488607316837115,"Quadrant 1"
"7221",2024-02-03,"Ball St.","MAC","Western Michigan","MAC","Away","W","77-67",0.0639025690330388,"Quadrant 4"
"7222",2024-02-03,"Western Michigan","MAC","Ball St.","MAC","Home","L","77-67",-0.956793790125336,"Quadrant 4"
"7223",2024-02-03,"Bellarmine","ASun","Queens","ASun","Away","L","85-75",-0.869758476125941,"Quadrant 4"
"7224",2024-02-03,"Queens","ASun","Bellarmine","ASun","Home","W","85-75",0.0284920745687628,"Quadrant 4"
"7225",2024-02-03,"Belmont","MVC","Missouri St.","MVC","Away","L","87-80",-0.702094857856408,"Quadrant 3"
"7226",2024-02-03,"Missouri St.","MVC","Belmont","MVC","Home","W","87-80",0.124882903827236,"Quadrant 3"
"7227",2024-02-03,"Bethune Cookman","SWAC","Alabama St.","SWAC","Away","W","79-68",0.0892262124220597,"Quadrant 4"
"7228",2024-02-03,"Alabama St.","SWAC","Bethune Cookman","SWAC","Home","L","79-68",-0.975257900703315,"Quadrant 4"
"7229",2024-02-03,"Binghamton","AE","Vermont","AE","Away","L","62-49",-0.59967604627559,"Quadrant 2"
"7230",2024-02-03,"Vermont","AE","Binghamton","AE","Home","W","62-49",0.036460932223613,"Quadrant 4"
"7231",2024-02-03,"Bradley","MVC","Illinois St.","MVC","Away","W","73-60",0.201145804130266,"Quadrant 3"
"7232",2024-02-03,"Illinois St.","MVC","Bradley","MVC","Home","L","73-60",-0.690093525009645,"Quadrant 2"
"7233",2024-02-03,"Bryant","AE","Maine","AE","Away","L","79-72",-0.842483123381493,"Quadrant 3"
"7234",2024-02-03,"Maine","AE","Bryant","AE","Home","W","79-72",0.0961125538134827,"Quadrant 3"
"7235",2024-02-03,"Bucknell","Pat","American","Pat","Away","L","75-66",-0.861749554977535,"Quadrant 4"
"7236",2024-02-03,"American","Pat","Bucknell","Pat","Home","W","75-66",0.0310501819546997,"Quadrant 4"
"7237",2024-02-03,"California","P12","Arizona St.","P12","Away","W","81-66",0.361134614132663,"Quadrant 3"
"7238",2024-02-03,"Arizona St.","P12","California","P12","Home","L","81-66",-0.817919730613382,"Quadrant 3"
"7239",2024-02-03,"Campbell","CAA","UNC Wilmington","CAA","Away","L","77-74",-0.569103486465894,"Quadrant 2"
"7240",2024-02-03,"UNC Wilmington","CAA","Campbell","CAA","Home","W","77-74",0.0318521111580534,"Quadrant 4"
"7241",2024-02-03,"Central Connecticut","NEC","Merrimack","NEC","Away","L","71-68",-0.79200425714499,"Quadrant 3"
"7242",2024-02-03,"Merrimack","NEC","Central Connecticut","NEC","Home","W","71-68",0.0480270351999753,"Quadrant 4"
"7243",2024-02-03,"Central Michigan","MAC","Bowling Green","MAC","Away","W","77-76",0.167179647479636,"Quadrant 3"
"7244",2024-02-03,"Bowling Green","MAC","Central Michigan","MAC","Home","L","77-76",-0.953839105002302,"Quadrant 4"
"7245",2024-02-03,"Cincinnati","B12","Texas Tech","B12","Away","W","75-72",0.73274474305474,"Quadrant 1"
"7246",2024-02-03,"Texas Tech","B12","Cincinnati","B12","Home","L","75-72",-0.644814736442633,"Quadrant 2"
"7247",2024-02-03,"Cleveland St.","Horz","Oakland","Horz","Away","L","83-71",-0.642367976922136,"Quadrant 2"
"7248",2024-02-03,"Oakland","Horz","Cleveland St.","Horz","Home","W","83-71",0.0637944033657099,"Quadrant 4"
"7249",2024-02-03,"Coastal Carolina","SB","Marshall","SB","Away","L","91-74",-0.820295772662144,"Quadrant 3"
"7250",2024-02-03,"Marshall","SB","Coastal Carolina","SB","Home","W","91-74",0.0254603352771678,"Quadrant 4"
"7251",2024-02-03,"College of Charleston","CAA","William & Mary","CAA","Away","W","84-83",0.072108885942237,"Quadrant 4"
"7252",2024-02-03,"William & Mary","CAA","College of Charleston","CAA","Home","L","84-83",-0.852295500959853,"Quadrant 3"
"7253",2024-02-03,"Colorado St.","MWC","Fresno St.","MWC","Away","W","73-61",0.210157952330512,"Quadrant 3"
"7254",2024-02-03,"Fresno St.","MWC","Colorado St.","MWC","Home","L","73-61",-0.602856133323321,"Quadrant 1"
"7255",2024-02-03,"Colorado","P12","Utah","P12","Away","L","73-68",-0.342304770578171,"Quadrant 1"
"7256",2024-02-03,"Utah","P12","Colorado","P12","Home","W","73-68",0.364512725602132,"Quadrant 2"
"7257",2024-02-03,"Columbia","Ivy","Dartmouth","Ivy","Away","W","72-56",0.0535260857065465,"Quadrant 4"
"7258",2024-02-03,"Dartmouth","Ivy","Columbia","Ivy","Home","L","72-56",-0.918593740500305,"Quadrant 4"
"7259",2024-02-03,"Connecticut","BE","St. John's","BE","Away","W","77-64",0.726236344234213,"Quadrant 1"
"7260",2024-02-03,"St. John's","BE","Connecticut","BE","Home","L","77-64",-0.269349647620309,"Quadrant 1"
"7261",2024-02-03,"Coppin St.","MEAC","North Carolina Central","MEAC","Away","L","77-46",-0.85671269690481,"Quadrant 4"
"7262",2024-02-03,"North Carolina Central","MEAC","Coppin St.","MEAC","Home","W","77-46",0.00507605500688513,"Quadrant 4"
"7263",2024-02-03,"Cornell","Ivy","Harvard","Ivy","Away","W","89-76",0.230854755246945,"Quadrant 3"
"7264",2024-02-03,"Harvard","Ivy","Cornell","Ivy","Home","L","89-76",-0.81695160981035,"Quadrant 3"
"7265",2024-02-03,"Delaware St.","MEAC","Norfolk St.","MEAC","Away","L","65-64",-0.831894702580402,"Quadrant 3"
"7266",2024-02-03,"Norfolk St.","MEAC","Delaware St.","MEAC","Home","W","65-64",0.0250285545753753,"Quadrant 4"
"7267",2024-02-03,"Denver","Sum","Oral Roberts","Sum","Away","L","82-76",-0.864973803975307,"Quadrant 4"
"7268",2024-02-03,"Oral Roberts","Sum","Denver","Sum","Home","W","82-76",0.0517832320946267,"Quadrant 4"
"7269",2024-02-03,"Drake","MVC","Indiana St.","MVC","Away","L","75-67",-0.355635675189893,"Quadrant 1"
"7270",2024-02-03,"Indiana St.","MVC","Drake","MVC","Home","W","75-67",0.310425954262784,"Quadrant 2"
"7271",2024-02-03,"Duke","ACC","North Carolina","ACC","Away","L","93-84",-0.19636036985523,"Quadrant 1"
"7272",2024-02-03,"North Carolina","ACC","Duke","ACC","Home","W","93-84",0.494059575838387,"Quadrant 1"
"7273",2024-02-03,"Duquesne","A10","Rhode Island","A10","Away","W","85-71",0.261009627388831,"Quadrant 3"
"7274",2024-02-03,"Rhode Island","A10","Duquesne","A10","Home","L","85-71",-0.809623238110844,"Quadrant 3"
"7275",2024-02-03,"East Carolina","Amer","Charlotte","Amer","Away","L","67-52",-0.497867107763871,"Quadrant 2"
"7276",2024-02-03,"Charlotte","Amer","East Carolina","Amer","Home","W","67-52",0.106670882005494,"Quadrant 4"
"7277",2024-02-03,"Eastern Kentucky","ASun","Kennesaw St.","ASun","Away","W","86-76",0.139050020705171,"Quadrant 4"
"7278",2024-02-03,"Kennesaw St.","ASun","Eastern Kentucky","ASun","Home","L","86-76",-0.913111776578933,"Quadrant 4"
"7279",2024-02-03,"Eastern Michigan","MAC","Northern Illinois","MAC","Away","L","76-66",-0.911577138320567,"Quadrant 4"
"7280",2024-02-03,"Northern Illinois","MAC","Eastern Michigan","MAC","Home","W","76-66",0.0190655805799802,"Quadrant 4"
"7281",2024-02-03,"Eastern Washington","BSky","Montana","BSky","Away","W","78-65",0.289648306551711,"Quadrant 3"
"7282",2024-02-03,"Montana","BSky","Eastern Washington","BSky","Home","L","78-65",-0.869370855227799,"Quadrant 3"
"7283",2024-02-03,"Elon","CAA","North Carolina A&T","CAA","Away","W","69-65",0.057786744156455,"Quadrant 4"
"7284",2024-02-03,"North Carolina A&T","CAA","Elon","CAA","Home","L","69-65",-0.97022469726541,"Quadrant 4"
"7285",2024-02-03,"Evansville","MVC","Valparaiso","MVC","Away","W","63-62",0.11065372244663,"Quadrant 4"
"7286",2024-02-03,"Valparaiso","MVC","Evansville","MVC","Home","L","63-62",-0.935001111025242,"Quadrant 4"
"7287",2024-02-03,"Florida A&M","SWAC","Alabama A&M","SWAC","Away","L","73-61",-0.953890948555285,"Quadrant 4"
"7288",2024-02-03,"Alabama A&M","SWAC","Florida A&M","SWAC","Home","W","73-61",0.0111867967391729,"Quadrant 4"
"7289",2024-02-03,"Florida Gulf Coast","ASun","North Alabama","ASun","Away","L","70-69",-0.86502862874717,"Quadrant 4"
"7290",2024-02-03,"North Alabama","ASun","Florida Gulf Coast","ASun","Home","W","70-69",0.0491988968739834,"Quadrant 4"
"7291",2024-02-03,"Florida St.","ACC","Louisville","ACC","Away","L","101-92",-0.76631693961648,"Quadrant 3"
"7292",2024-02-03,"Louisville","ACC","Florida St.","ACC","Home","W","101-92",0.22831323924009,"Quadrant 3"
"7293",2024-02-03,"Florida","SEC","Texas A&M","SEC","Away","L","67-66",-0.379098850295779,"Quadrant 1"
"7294",2024-02-03,"Texas A&M","SEC","Florida","SEC","Home","W","67-66",0.467210205963949,"Quadrant 1"
"7295",2024-02-03,"Fordham","A10","Saint Louis","A10","Away","W","67-65",0.237122771947529,"Quadrant 3"
"7296",2024-02-03,"Saint Louis","A10","Fordham","A10","Home","L","67-65",-0.923902285908677,"Quadrant 4"
"7297",2024-02-03,"George Mason","A10","Massachusetts","A10","Away","L","66-65",-0.537404093921164,"Quadrant 2"
"7298",2024-02-03,"Massachusetts","A10","George Mason","A10","Home","W","66-65",0.210138876233041,"Quadrant 3"
"7299",2024-02-03,"Georgia Tech","ACC","North Carolina St.","ACC","Away","L","82-76",-0.460531843374034,"Quadrant 2"
"7300",2024-02-03,"North Carolina St.","ACC","Georgia Tech","ACC","Home","W","82-76",0.124785205149889,"Quadrant 3"
"7301",2024-02-03,"Grambling St.","SWAC","Jackson St.","SWAC","Neutral","W","70-62",0.0672512954123988,"Quadrant 4"
"7302",2024-02-03,"Jackson St.","SWAC","Grambling St.","SWAC","Neutral","L","70-62",-0.947580714997909,"Quadrant 4"
"7303",2024-02-03,"Grand Canyon","WAC","Utah Valley","WAC","Away","W","86-67",0.232046418488729,"Quadrant 3"
"7304",2024-02-03,"Utah Valley","WAC","Grand Canyon","WAC","Home","L","86-67",-0.760128153884966,"Quadrant 2"
"7305",2024-02-03,"Hampton","CAA","Howard","MEAC","Neutral","W","63-61",0.0781494116343404,"Quadrant 4"
"7306",2024-02-03,"Howard","MEAC","Hampton","CAA","Neutral","L","63-61",-0.965804627876134,"Quadrant 4"
"7307",2024-02-03,"Hawaii","BW","UC Irvine","BW","Away","L","93-68",-0.515205568901643,"Quadrant 2"
"7308",2024-02-03,"UC Irvine","BW","Hawaii","BW","Home","W","93-68",0.0847851691882178,"Quadrant 4"
"7309",2024-02-03,"Holy Cross","Pat","Loyola MD","Pat","Away","W","70-67",0.0593670352466745,"Quadrant 4"
"7310",2024-02-03,"Loyola MD","Pat","Holy Cross","Pat","Home","L","70-67",-0.989220530788636,"Quadrant 4"
"7311",2024-02-03,"Houston Christian","Slnd","Nicholls St.","Slnd","Away","L","83-73",-0.878913717827416,"Quadrant 4"
"7312",2024-02-03,"Nicholls St.","Slnd","Houston Christian","Slnd","Home","W","83-73",0.0100948255322267,"Quadrant 4"
"7313",2024-02-03,"Houston","B12","Kansas","B12","Away","L","78-65",-0.188911381861046,"Quadrant 1"
"7314",2024-02-03,"Kansas","B12","Houston","B12","Home","W","78-65",0.809181167774084,"Quadrant 1"
"7315",2024-02-03,"Idaho St.","BSky","Northern Arizona","BSky","Away","W","81-79",0.0793618921824345,"Quadrant 4"
"7316",2024-02-03,"Northern Arizona","BSky","Idaho St.","BSky","Home","L","81-79",-0.953925748643289,"Quadrant 4"
"7317",2024-02-03,"Idaho","BSky","Montana St.","BSky","Away","W","81-75",0.174096555550589,"Quadrant 4"
"7318",2024-02-03,"Montana St.","BSky","Idaho","BSky","Home","L","81-75",-0.956870815740635,"Quadrant 4"
"7319",2024-02-03,"Incarnate Word","Slnd","New Orleans","Slnd","Away","W","82-80",0.0624266978529139,"Quadrant 4"
"7320",2024-02-03,"New Orleans","Slnd","Incarnate Word","Slnd","Home","L","82-80",-0.984101137997727,"Quadrant 4"
"7321",2024-02-03,"Iowa St.","B12","Baylor","B12","Away","L","70-68",-0.219408505298243,"Quadrant 1"
"7322",2024-02-03,"Baylor","B12","Iowa St.","B12","Home","W","70-68",0.658579792507593,"Quadrant 1"
"7323",2024-02-03,"Jacksonville St.","CUSA","New Mexico St.","CUSA","Away","L","67-65",-0.855870636136604,"Quadrant 4"
"7324",2024-02-03,"New Mexico St.","CUSA","Jacksonville St.","CUSA","Home","W","67-65",0.0826895064864842,"Quadrant 4"
"7325",2024-02-03,"Jacksonville","ASun","Lipscomb","ASun","Away","L","84-82",-0.807026538710967,"Quadrant 3"
"7326",2024-02-03,"Lipscomb","ASun","Jacksonville","ASun","Home","W","84-82",0.026833750471015,"Quadrant 4"
"7327",2024-02-03,"Kansas St.","B12","Oklahoma St.","B12","Away","L","75-72",-0.54868406721335,"Quadrant 2"
"7328",2024-02-03,"Oklahoma St.","B12","Kansas St.","B12","Home","W","75-72",0.249536590453813,"Quadrant 3"
"7329",2024-02-03,"Lafayette","Pat","Army","Pat","Away","W","64-56",0.0748744559534295,"Quadrant 4"
"7330",2024-02-03,"Army","Pat","Lafayette","Pat","Home","L","64-56",-0.970326224490831,"Quadrant 4"
"7331",2024-02-03,"Lamar","Slnd","Texas A&M Corpus Chris","Slnd","Away","L","79-71",-0.756742547394882,"Quadrant 3"
"7332",2024-02-03,"Texas A&M Corpus Chris","Slnd","Lamar","Slnd","Home","W","79-71",0.0548028380751303,"Quadrant 4"
"7333",2024-02-03,"Le Moyne","NEC","Sacred Heart","NEC","Away","L","87-81",-0.905080492384131,"Quadrant 4"
"7334",2024-02-03,"Sacred Heart","NEC","Le Moyne","NEC","Home","W","87-81",0.0285692816125378,"Quadrant 4"
"7335",2024-02-03,"Lehigh","Pat","Boston University","Pat","Away","L","72-71",-0.909921613850456,"Quadrant 4"
"7336",2024-02-03,"Boston University","Pat","Lehigh","Pat","Home","W","72-71",0.0311676507709745,"Quadrant 4"
"7337",2024-02-03,"Liberty","CUSA","UTEP","CUSA","Away","W","67-65",0.225357051049696,"Quadrant 3"
"7338",2024-02-03,"UTEP","CUSA","Liberty","CUSA","Home","L","67-65",-0.85110545685716,"Quadrant 3"
"7339",2024-02-03,"Little Rock","OVC","Eastern Illinois","OVC","Away","W","71-47",0.0906087437123343,"Quadrant 4"
"7340",2024-02-03,"Eastern Illinois","OVC","Little Rock","OVC","Home","L","71-47",-0.935240483167453,"Quadrant 4"
"7341",2024-02-03,"Longwood","BSth","Charleston Southern","BSth","Away","L","83-77",-0.922812287259213,"Quadrant 4"
"7342",2024-02-03,"Charleston Southern","BSth","Longwood","BSth","Home","W","83-77",0.0727497012560888,"Quadrant 4"
"7343",2024-02-03,"Louisiana Monroe","SB","Arkansas St.","SB","Away","L","95-80",-0.699845223281762,"Quadrant 3"
"7344",2024-02-03,"Arkansas St.","SB","Louisiana Monroe","SB","Home","W","95-80",0.0338992551337562,"Quadrant 4"
"7345",2024-02-03,"Marquette","BE","Georgetown","BE","Away","W","91-57",0.245496066682594,"Quadrant 3"
"7346",2024-02-03,"Georgetown","BE","Marquette","BE","Home","L","91-57",-0.471952727773075,"Quadrant 1"
"7347",2024-02-03,"Maryland","B10","Michigan St.","B10","Away","L","63-54",-0.201140651700035,"Quadrant 1"
"7348",2024-02-03,"Michigan St.","B10","Maryland","B10","Home","W","63-54",0.277128696116428,"Quadrant 2"
"7349",2024-02-03,"McNeese St.","Slnd","Southeastern Louisiana","Slnd","Away","L","77-74",-0.882211630519352,"Quadrant 4"
"7350",2024-02-03,"Southeastern Louisiana","Slnd","McNeese St.","Slnd","Home","W","77-74",0.235849136697541,"Quadrant 2"
"7351",2024-02-03,"Miami OH","MAC","Ohio","MAC","Away","L","78-69",-0.745792481244071,"Quadrant 3"
"7352",2024-02-03,"Ohio","MAC","Miami OH","MAC","Home","W","78-69",0.0508402149403603,"Quadrant 4"
"7353",2024-02-03,"Middle Tennessee","CUSA","Western Kentucky","CUSA","Away","L","88-65",-0.645118777943903,"Quadrant 3"
"7354",2024-02-03,"Western Kentucky","CUSA","Middle Tennessee","CUSA","Home","W","88-65",0.0378520412073466,"Quadrant 4"
"7355",2024-02-03,"Mississippi St.","SEC","Alabama","SEC","Away","L","99-67",-0.14493502086742,"Quadrant 1"
"7356",2024-02-03,"Alabama","SEC","Mississippi St.","SEC","Home","W","99-67",0.412974406359399,"Quadrant 2"
"7357",2024-02-03,"Missouri","SEC","Vanderbilt","SEC","Away","L","68-61",-0.78554016494213,"Quadrant 3"
"7358",2024-02-03,"Vanderbilt","SEC","Missouri","SEC","Home","W","68-61",0.123531815269869,"Quadrant 3"
"7359",2024-02-03,"Monmouth","CAA","Delaware","CAA","Away","L","84-80",-0.690792618166951,"Quadrant 3"
"7360",2024-02-03,"Delaware","CAA","Monmouth","CAA","Home","W","84-80",0.0817407142340288,"Quadrant 4"
"7361",2024-02-03,"Morehead St.","OVC","Tennessee Tech","OVC","Away","W","67-60",0.0445410181262731,"Quadrant 4"
"7362",2024-02-03,"Tennessee Tech","OVC","Morehead St.","OVC","Home","L","67-60",-0.868567908091431,"Quadrant 3"
"7363",2024-02-03,"Morgan St.","MEAC","South Carolina St.","MEAC","Away","W","72-70",0.0994654119591187,"Quadrant 4"
"7364",2024-02-03,"South Carolina St.","MEAC","Morgan St.","MEAC","Home","L","72-70",-0.984125034230009,"Quadrant 4"
"7365",2024-02-03,"Murray St.","MVC","Northern Iowa","MVC","Away","W","71-43",0.381353584857412,"Quadrant 2"
"7366",2024-02-03,"Northern Iowa","MVC","Murray St.","MVC","Home","L","71-43",-0.835259603590945,"Quadrant 3"
"7367",2024-02-03,"Navy","Pat","Colgate","Pat","Away","L","88-64",-0.73077471311159,"Quadrant 2"
"7368",2024-02-03,"Colgate","Pat","Navy","Pat","Home","W","88-64",0.0135898807459638,"Quadrant 4"
"7369",2024-02-03,"New Hampshire","AE","UMass Lowell","AE","Away","W","89-73",0.299911029885964,"Quadrant 3"
"7370",2024-02-03,"UMass Lowell","AE","New Hampshire","AE","Home","L","89-73",-0.945818392236017,"Quadrant 4"
