"","date","team","conf","opp","opp_conf","location","result","score","wab","quad"
"5539",2024-01-15,"Chicago St.","ind","Stetson","ASun","Away","W","77-70",0.190834458190349,"Quadrant 3"
"5540",2024-01-15,"Stetson","ASun","Chicago St.","ind","Home","L","77-70",-0.968917175984949,"Quadrant 4"
"5541",2024-01-15,"Columbia","Ivy","Yale","Ivy","Away","L","89-70",-0.46763004281025,"Quadrant 2"
"5542",2024-01-15,"Yale","Ivy","Columbia","Ivy","Home","W","89-70",0.0814062594996948,"Quadrant 4"
"5543",2024-01-15,"Dartmouth","Ivy","Princeton","Ivy","Away","L","76-58",-0.474192546123717,"Quadrant 1"
"5544",2024-01-15,"Princeton","Ivy","Dartmouth","Ivy","Home","W","76-58",0.0153577453676066,"Quadrant 4"
"5545",2024-01-15,"Fairfield","MAAC","Canisius","MAAC","Away","W","88-63",0.137570534606907,"Quadrant 4"
"5546",2024-01-15,"Canisius","MAAC","Fairfield","MAAC","Home","L","88-63",-0.926049631685963,"Quadrant 4"
"5547",2024-01-15,"Fairleigh Dickinson","NEC","St. Francis PA","NEC","Away","W","81-71",0.0313191627098188,"Quadrant 4"
"5548",2024-01-15,"St. Francis PA","NEC","Fairleigh Dickinson","NEC","Home","L","81-71",-0.981313645281501,"Quadrant 4"
"5549",2024-01-15,"George Mason","A10","George Washington","A10","Away","L","75-62",-0.795976036869028,"Quadrant 3"
"5550",2024-01-15,"George Washington","A10","George Mason","A10","Home","W","75-62",0.210138876233041,"Quadrant 3"
"5551",2024-01-15,"Grambling St.","SWAC","Florida A&M","SWAC","Away","W","65-52",0.0394039822587359,"Quadrant 4"
"5552",2024-01-15,"Florida A&M","SWAC","Grambling St.","SWAC","Home","L","65-52",-0.971768511267715,"Quadrant 4"
"5553",2024-01-15,"Houston Christian","Slnd","Northwestern St.","Slnd","Away","L","69-64",-0.915755778464284,"Quadrant 4"
"5554",2024-01-15,"Northwestern St.","Slnd","Houston Christian","Slnd","Home","W","69-64",0.0100948255322267,"Quadrant 4"
"5555",2024-01-15,"Iowa","B10","Minnesota","B10","Away","W","86-77",0.541940526191707,"Quadrant 2"
"5556",2024-01-15,"Minnesota","B10","Iowa","B10","Home","L","86-77",-0.711481195905069,"Quadrant 2"
"5557",2024-01-15,"La Salle","A10","Saint Joseph's","A10","Away","L","82-62",-0.536021520309327,"Quadrant 2"
"5558",2024-01-15,"Saint Joseph's","A10","La Salle","A10","Home","W","82-62",0.0635218597287662,"Quadrant 4"
"5559",2024-01-15,"Lamar","Slnd","McNeese St.","Slnd","Away","L","88-69",-0.471901816031999,"Quadrant 1"
"5560",2024-01-15,"McNeese St.","Slnd","Lamar","Slnd","Home","W","88-69",0.0548028380751303,"Quadrant 4"
"5561",2024-01-15,"Merrimack","NEC","Central Connecticut","NEC","Away","L","75-70",-0.845363353616844,"Quadrant 3"
"5562",2024-01-15,"Central Connecticut","NEC","Merrimack","NEC","Home","W","75-70",0.0675382949714325,"Quadrant 4"
"5563",2024-01-15,"Mississippi Valley St.","SWAC","Texas Southern","SWAC","Away","L","93-61",-0.900840061053257,"Quadrant 4"
"5564",2024-01-15,"Texas Southern","SWAC","Mississippi Valley St.","SWAC","Home","W","93-61",0.00220904362621122,"Quadrant 4"
"5565",2024-01-15,"New Orleans","Slnd","Nicholls St.","Slnd","Away","L","78-75",-0.878913717827416,"Quadrant 4"
"5566",2024-01-15,"Nicholls St.","Slnd","New Orleans","Slnd","Home","W","78-75",0.018032437277084,"Quadrant 4"
"5567",2024-01-15,"North Carolina A&T","CAA","Hampton","CAA","Away","W","81-80",0.0631607190394272,"Quadrant 4"
"5568",2024-01-15,"Hampton","CAA","North Carolina A&T","CAA","Home","L","81-80",-0.983366389265195,"Quadrant 4"
"5569",2024-01-15,"Notre Dame","ACC","Boston College","ACC","Away","L","63-59",-0.529468249888441,"Quadrant 2"
"5570",2024-01-15,"Boston College","ACC","Notre Dame","ACC","Home","W","63-59",0.114247569432723,"Quadrant 3"
"5571",2024-01-15,"Ohio St.","B10","Michigan","B10","Away","L","73-65",-0.535145309462452,"Quadrant 2"
"5572",2024-01-15,"Michigan","B10","Ohio St.","B10","Home","W","73-65",0.294100587683063,"Quadrant 2"
"5573",2024-01-15,"Penn","Ivy","Cornell","Ivy","Away","L","77-60",-0.551750303452316,"Quadrant 2"
"5574",2024-01-15,"Cornell","Ivy","Penn","Ivy","Home","W","77-60",0.0657317922854448,"Quadrant 4"
"5575",2024-01-15,"Sacred Heart","NEC","Le Moyne","NEC","Away","W","80-73",0.0963587941407384,"Quadrant 4"
"5576",2024-01-15,"Le Moyne","NEC","Sacred Heart","NEC","Home","L","80-73",-0.971888949594424,"Quadrant 4"
"5577",2024-01-15,"Siena","MAAC","Niagara","MAAC","Away","W","93-88",0.154452133537085,"Quadrant 3"
"5578",2024-01-15,"Niagara","MAAC","Siena","MAAC","Home","L","93-88",-0.991055168217759,"Quadrant 4"
"5579",2024-01-15,"Southern","SWAC","Bethune Cookman","SWAC","Away","L","83-81",-0.915762092021186,"Quadrant 4"
"5580",2024-01-15,"Bethune Cookman","SWAC","Southern","SWAC","Home","W","83-81",0.0653921911810837,"Quadrant 4"
"5581",2024-01-15,"Stonehill","NEC","Wagner","NEC","Away","L","64-54",-0.902052440432537,"Quadrant 4"
"5582",2024-01-15,"Wagner","NEC","Stonehill","NEC","Home","W","64-54",0.00841042383945156,"Quadrant 4"
"5583",2024-01-15,"Texas A&M Corpus Chris","Slnd","Southeastern Louisiana","Slnd","Away","W","73-68",0.117788369480648,"Quadrant 4"
"5584",2024-01-15,"Southeastern Louisiana","Slnd","Texas A&M Corpus Chris","Slnd","Home","L","73-68",-0.918563458065115,"Quadrant 4"
"5585",2024-01-15,"Villanova","BE","Marquette","BE","Away","L","87-74",-0.197754050431144,"Quadrant 1"
"5586",2024-01-15,"Marquette","BE","Villanova","BE","Home","W","87-74",0.401748631469533,"Quadrant 2"
"5587",2024-01-16,"Air Force","MWC","Colorado St.","MWC","Away","L","78-69",-0.295107798865117,"Quadrant 1"
"5588",2024-01-16,"Colorado St.","MWC","Air Force","MWC","Home","W","78-69",0.059330736511062,"Quadrant 4"
"5589",2024-01-16,"Ball St.","MAC","Eastern Michigan","MAC","Away","W","76-62",0.0658328271193489,"Quadrant 4"
"5590",2024-01-16,"Eastern Michigan","MAC","Ball St.","MAC","Home","L","76-62",-0.956793790125336,"Quadrant 4"
"5591",2024-01-16,"Baylor","B12","Kansas St.","B12","Away","L","68-64",-0.453386050205422,"Quadrant 2"
"5592",2024-01-16,"Kansas St.","B12","Baylor","B12","Home","W","68-64",0.495258263745787,"Quadrant 1"
"5593",2024-01-16,"Bowling Green","MAC","Miami OH","MAC","Away","W","78-73",0.162627688017034,"Quadrant 3"
"5594",2024-01-16,"Miami OH","MAC","Bowling Green","MAC","Home","L","78-73",-0.947540744086776,"Quadrant 4"
"5595",2024-01-16,"Buffalo","MAC","Toledo","MAC","Away","L","77-66",-0.712763427166276,"Quadrant 2"
"5596",2024-01-16,"Toledo","MAC","Buffalo","MAC","Home","W","77-66",0.0130649465284661,"Quadrant 4"
"5597",2024-01-16,"Butler","BE","Xavier","BE","Away","L","85-71",-0.372139898269221,"Quadrant 1"
"5598",2024-01-16,"Xavier","BE","Butler","BE","Home","W","85-71",0.317942611949774,"Quadrant 2"
"5599",2024-01-16,"Central Michigan","MAC","Ohio","MAC","Away","L","73-61",-0.745792481244071,"Quadrant 3"
"5600",2024-01-16,"Ohio","MAC","Central Michigan","MAC","Home","W","73-61",0.0461608949976982,"Quadrant 4"
"5601",2024-01-16,"Charlotte","Amer","Rice","Amer","Away","W","81-79",0.217703024039793,"Quadrant 4"
"5602",2024-01-16,"Rice","Amer","Charlotte","Amer","Home","L","81-79",-0.782373598955976,"Quadrant 3"
"5603",2024-01-16,"Florida","SEC","Tennessee","SEC","Away","L","85-66",-0.138794928612871,"Quadrant 1"
"5604",2024-01-16,"Tennessee","SEC","Florida","SEC","Home","W","85-66",0.467210205963949,"Quadrant 1"
"5605",2024-01-16,"Georgia Tech","ACC","Clemson","ACC","Away","W","93-90",0.697141335875861,"Quadrant 1"
"5606",2024-01-16,"Clemson","ACC","Georgia Tech","ACC","Home","L","93-90",-0.875214794850111,"Quadrant 3"
"5607",2024-01-16,"Georgia","SEC","South Carolina","SEC","Away","W","74-69",0.632988334709404,"Quadrant 1"
"5608",2024-01-16,"South Carolina","SEC","Georgia","SEC","Home","L","74-69",-0.750874357244724,"Quadrant 3"
"5609",2024-01-16,"Iowa St.","B12","BYU","B12","Away","L","87-72",-0.208554143748343,"Quadrant 1"
"5610",2024-01-16,"BYU","B12","Iowa St.","B12","Home","W","87-72",0.658579792507593,"Quadrant 1"
"5611",2024-01-16,"Kansas","B12","Oklahoma St.","B12","Away","W","90-66",0.45131593278665,"Quadrant 2"
"5612",2024-01-16,"Oklahoma St.","B12","Kansas","B12","Home","L","90-66",-0.457846515765065,"Quadrant 1"
"5613",2024-01-16,"Kent St.","MAC","Northern Illinois","MAC","Away","W","83-76",0.0884228616794333,"Quadrant 4"
"5614",2024-01-16,"Northern Illinois","MAC","Kent St.","MAC","Home","L","83-76",-0.915745718913341,"Quadrant 4"
"5615",2024-01-16,"Missouri St.","MVC","Indiana St.","MVC","Away","L","88-66",-0.355635675189893,"Quadrant 1"
"5616",2024-01-16,"Indiana St.","MVC","Missouri St.","MVC","Home","W","88-66",0.104763963501452,"Quadrant 3"
"5617",2024-01-16,"Missouri","SEC","Alabama","SEC","Away","L","93-75",-0.14493502086742,"Quadrant 1"
"5618",2024-01-16,"Alabama","SEC","Missouri","SEC","Home","W","93-75",0.123531815269869,"Quadrant 3"
"5619",2024-01-16,"Purdue","B10","Indiana","B10","Away","W","87-66",0.498650092333467,"Quadrant 2"
"5620",2024-01-16,"Indiana","B10","Purdue","B10","Home","L","87-66",-0.24249469039743,"Quadrant 1"
"5621",2024-01-16,"Richmond","A10","Duquesne","A10","Away","W","63-61",0.460214345284342,"Quadrant 2"
"5622",2024-01-16,"Duquesne","A10","Richmond","A10","Home","L","63-61",-0.749138685761751,"Quadrant 2"
"5623",2024-01-16,"Saint Louis","A10","Dayton","A10","Away","L","70-65",-0.283526683583598,"Quadrant 1"
"5624",2024-01-16,"Dayton","A10","Saint Louis","A10","Home","W","70-65",0.0789570061433256,"Quadrant 4"
"5625",2024-01-16,"Samford","SC","Western Carolina","SC","Away","W","75-71",0.391845488156023,"Quadrant 2"
"5626",2024-01-16,"Western Carolina","SC","Samford","SC","Home","L","75-71",-0.751139345483979,"Quadrant 2"
"5627",2024-01-16,"San Jose St.","MWC","Fresno St.","MWC","Away","L","85-82",-0.789842047669488,"Quadrant 3"
"5628",2024-01-16,"Fresno St.","MWC","San Jose St.","MWC","Home","W","85-82",0.0691184944619166,"Quadrant 4"
"5629",2024-01-16,"St. John's","BE","Seton Hall","BE","Away","L","80-65",-0.366687683417382,"Quadrant 1"
"5630",2024-01-16,"Seton Hall","BE","St. John's","BE","Home","W","80-65",0.422511023011349,"Quadrant 2"
"5631",2024-01-16,"Syracuse","ACC","Pittsburgh","ACC","Away","W","69-58",0.606300501743175,"Quadrant 1"
"5632",2024-01-16,"Pittsburgh","ACC","Syracuse","ACC","Home","L","69-58",-0.787919413352417,"Quadrant 3"
"5633",2024-01-16,"TCU","B12","Cincinnati","B12","Away","L","81-77",-0.333641525397662,"Quadrant 1"
"5634",2024-01-16,"Cincinnati","B12","TCU","B12","Home","W","81-77",0.38092352742431,"Quadrant 2"
"5635",2024-01-16,"Temple","Amer","SMU","Amer","Away","L","77-64",-0.324611907784749,"Quadrant 1"
"5636",2024-01-16,"SMU","Amer","Temple","Amer","Home","W","77-64",0.0610865505484463,"Quadrant 4"
"5637",2024-01-16,"Texas A&M","SEC","Arkansas","SEC","Away","L","78-77",-0.620230842643847,"Quadrant 2"
"5638",2024-01-16,"Arkansas","SEC","Texas A&M","SEC","Home","W","78-77",0.31115839569563,"Quadrant 2"
"5639",2024-01-16,"UNLV","MWC","Boise St.","MWC","Away","W","68-64",0.647470282035704,"Quadrant 1"
"5640",2024-01-16,"Boise St.","MWC","UNLV","MWC","Home","L","68-64",-0.782097555032981,"Quadrant 3"
"5641",2024-01-16,"Utah St.","MWC","New Mexico","MWC","Away","L","99-86",-0.263707025696225,"Quadrant 1"
"5642",2024-01-16,"New Mexico","MWC","Utah St.","MWC","Home","W","99-86",0.310234364556445,"Quadrant 1"
"5643",2024-01-16,"Wake Forest","ACC","North Carolina St.","ACC","Away","L","83-76",-0.460531843374034,"Quadrant 2"
"5644",2024-01-16,"North Carolina St.","ACC","Wake Forest","ACC","Home","W","83-76",0.401353367309898,"Quadrant 2"
"5645",2024-01-16,"Western Michigan","MAC","Akron","MAC","Away","L","77-66",-0.567078146153094,"Quadrant 2"
"5646",2024-01-16,"Akron","MAC","Western Michigan","MAC","Home","W","77-66",0.0184794407188644,"Quadrant 4"
"5647",2024-01-16,"Wisconsin","B10","Penn St.","B10","Away","L","87-83",-0.520156373518616,"Quadrant 2"
"5648",2024-01-16,"Penn St.","B10","Wisconsin","B10","Home","W","87-83",0.451508652718764,"Quadrant 1"
"5649",2024-01-17,"Arkansas St.","SB","Southern Miss","SB","Away","L","69-66",-0.834654894388825,"Quadrant 3"
"5650",2024-01-17,"Southern Miss","SB","Arkansas St.","SB","Home","W","69-66",0.105774822984435,"Quadrant 3"
"5651",2024-01-17,"Auburn","SEC","Vanderbilt","SEC","Away","W","80-65",0.21445983505787,"Quadrant 3"
"5652",2024-01-17,"Vanderbilt","SEC","Auburn","SEC","Home","L","80-65",-0.357656484791942,"Quadrant 1"
"5653",2024-01-17,"Bradley","MVC","Southern Illinois","MVC","Away","W","70-69",0.438636827840445,"Quadrant 2"
"5654",2024-01-17,"Southern Illinois","MVC","Bradley","MVC","Home","L","70-69",-0.690093525009645,"Quadrant 2"
"5655",2024-01-17,"Bucknell","Pat","Boston University","Pat","Away","W","73-57",0.0900783861495437,"Quadrant 4"
"5656",2024-01-17,"Boston University","Pat","Bucknell","Pat","Home","L","73-57",-0.9689498180453,"Quadrant 4"
"5657",2024-01-17,"Chattanooga","SC","Mercer","SC","Away","W","74-60",0.170140531004967,"Quadrant 4"
"5658",2024-01-17,"Mercer","SC","Chattanooga","SC","Home","L","74-60",-0.871735204756932,"Quadrant 3"
"5659",2024-01-17,"Colgate","Pat","Army","Pat","Away","W","64-56",0.0748744559534295,"Quadrant 4"
"5660",2024-01-17,"Army","Pat","Colgate","Pat","Home","L","64-56",-0.90776458037278,"Quadrant 3"
"5661",2024-01-17,"Creighton","BE","Connecticut","BE","Away","L","62-48",-0.0922883498181115,"Quadrant 1"
"5662",2024-01-17,"Connecticut","BE","Creighton","BE","Home","W","62-48",0.488788956342119,"Quadrant 1"
"5663",2024-01-17,"Davidson","A10","Fordham","A10","Away","W","79-69",0.2299658704409,"Quadrant 3"
"5664",2024-01-17,"Fordham","A10","Davidson","A10","Home","L","79-69",-0.836892558886664,"Quadrant 3"
"5665",2024-01-17,"Detroit","Horz","Robert Morris","Horz","Away","L","102-99",-0.889068666676092,"Quadrant 4"
"5666",2024-01-17,"Robert Morris","Horz","Detroit","Horz","Home","W","102-99",0.00922412585018562,"Quadrant 4"
"5667",2024-01-17,"Drake","MVC","Illinois St.","MVC","Away","W","77-56",0.201145804130266,"Quadrant 3"
"5668",2024-01-17,"Illinois St.","MVC","Drake","MVC","Home","L","77-56",-0.689574045737216,"Quadrant 2"
"5669",2024-01-17,"East Tennessee St.","SC","Wofford","SC","Away","L","75-73",-0.813751193479314,"Quadrant 3"
"5670",2024-01-17,"Wofford","SC","East Tennessee St.","SC","Home","W","75-73",0.0647487079405934,"Quadrant 4"
"5671",2024-01-17,"Florida St.","ACC","Miami FL","ACC","Away","W","84-75",0.568196580926152,"Quadrant 2"
"5672",2024-01-17,"Miami FL","ACC","Florida St.","ACC","Home","L","84-75",-0.77168676075991,"Quadrant 3"
"5673",2024-01-17,"Furman","SC","VMI","SC","Away","W","100-60",0.0312140171101547,"Quadrant 4"
"5674",2024-01-17,"VMI","SC","Furman","SC","Home","L","100-60",-0.906836931623085,"Quadrant 3"
"5675",2024-01-17,"Gardner Webb","BSth","Radford","BSth","Away","W","74-68",0.184234376670252,"Quadrant 4"
"5676",2024-01-17,"Radford","BSth","Gardner Webb","BSth","Home","L","74-68",-0.915404224645431,"Quadrant 4"
"5677",2024-01-17,"Georgia St.","SB","Appalachian St.","SB","Away","L","76-68",-0.547298611995926,"Quadrant 2"
"5678",2024-01-17,"Appalachian St.","SB","Georgia St.","SB","Home","W","76-68",0.0614288603467936,"Quadrant 4"
"5679",2024-01-17,"High Point","BSth","Presbyterian","BSth","Away","W","86-83",0.0977848114857776,"Quadrant 4"
"5680",2024-01-17,"Presbyterian","BSth","High Point","BSth","Home","L","86-83",-0.849801965343184,"Quadrant 3"
"5681",2024-01-17,"IUPUI","Horz","Fort Wayne","Horz","Away","W","85-79",0.197741517806703,"Quadrant 3"
"5682",2024-01-17,"Fort Wayne","Horz","IUPUI","Horz","Home","L","85-79",-0.993703499610563,"Quadrant 4"
"5683",2024-01-17,"Lafayette","Pat","Holy Cross","Pat","Away","W","72-68",0.0380087190470483,"Quadrant 4"
"5684",2024-01-17,"Holy Cross","Pat","Lafayette","Pat","Home","L","72-68",-0.970326224490831,"Quadrant 4"
"5685",2024-01-17,"Lehigh","Pat","Navy","Pat","Away","L","71-69",-0.952423126229167,"Quadrant 4"
"5686",2024-01-17,"Navy","Pat","Lehigh","Pat","Home","W","71-69",0.0311676507709745,"Quadrant 4"
"5687",2024-01-17,"Longwood","BSth","USC Upstate","BSth","Away","L","73-71",-0.873252886751481,"Quadrant 4"
"5688",2024-01-17,"USC Upstate","BSth","Longwood","BSth","Home","W","73-71",0.0727497012560888,"Quadrant 4"
"5689",2024-01-17,"Louisiana Lafayette","SB","Texas St.","SB","Away","W","86-68",0.159323871360117,"Quadrant 4"
"5690",2024-01-17,"Texas St.","SB","Louisiana Lafayette","SB","Home","L","86-68",-0.836207655100592,"Quadrant 3"
"5691",2024-01-17,"Louisville","ACC","North Carolina","ACC","Away","L","86-70",-0.19636036985523,"Quadrant 1"
"5692",2024-01-17,"North Carolina","ACC","Louisville","ACC","Home","W","86-70",0.0775783355749067,"Quadrant 4"
"5693",2024-01-17,"Maryland","B10","Northwestern","B10","Away","L","72-69",-0.322131045768594,"Quadrant 1"
"5694",2024-01-17,"Northwestern","B10","Maryland","B10","Home","W","72-69",0.277128696116428,"Quadrant 2"
"5695",2024-01-17,"Massachusetts","A10","Loyola Chicago","A10","Away","L","79-78",-0.51729295081175,"Quadrant 2"
"5696",2024-01-17,"Loyola Chicago","A10","Massachusetts","A10","Home","W","79-78",0.191858263139007,"Quadrant 3"
"5697",2024-01-17,"Mississippi St.","SEC","Kentucky","SEC","Away","L","90-77",-0.240748121573976,"Quadrant 1"
"5698",2024-01-17,"Kentucky","SEC","Mississippi St.","SEC","Home","W","90-77",0.412974406359399,"Quadrant 2"
"5699",2024-01-17,"Mississippi","SEC","LSU","SEC","Away","L","89-80",-0.454700946655668,"Quadrant 2"
"5700",2024-01-17,"LSU","SEC","Mississippi","SEC","Home","W","89-80",0.304745630936201,"Quadrant 2"
"5701",2024-01-17,"Murray St.","MVC","Illinois Chicago","MVC","Away","W","73-58",0.249300124893535,"Quadrant 3"
"5702",2024-01-17,"Illinois Chicago","MVC","Murray St.","MVC","Home","L","73-58",-0.835259603590945,"Quadrant 3"
"5703",2024-01-17,"Nebraska","B10","Rutgers","B10","Away","L","87-82",-0.495766701584056,"Quadrant 2"
"5704",2024-01-17,"Rutgers","B10","Nebraska","B10","Home","W","87-82",0.364740177343053,"Quadrant 2"
"5705",2024-01-17,"Nevada","MWC","San Diego St.","MWC","Away","L","71-59",-0.25772708903037,"Quadrant 1"
"5706",2024-01-17,"San Diego St.","MWC","Nevada","MWC","Home","W","71-59",0.333946895112631,"Quadrant 2"
"5707",2024-01-17,"North Texas","Amer","East Carolina","Amer","Away","W","60-59",0.302141126301506,"Quadrant 3"
"5708",2024-01-17,"East Carolina","Amer","North Texas","Amer","Home","L","60-59",-0.679515551256249,"Quadrant 2"
"5709",2024-01-17,"Northern Iowa","MVC","Belmont","MVC","Away","W","83-72",0.340987425673898,"Quadrant 3"
"5710",2024-01-17,"Belmont","MVC","Northern Iowa","MVC","Home","L","83-72",-0.85469268525723,"Quadrant 3"
"5711",2024-01-17,"Providence","BE","DePaul","BE","Away","W","100-62",0.102022067218836,"Quadrant 4"
"5712",2024-01-17,"DePaul","BE","Providence","BE","Home","L","100-62",-0.70256551745208,"Quadrant 2"
"5713",2024-01-17,"Rhode Island","A10","St. Bonaventure","A10","Away","L","99-64",-0.481183384372016,"Quadrant 1"
"5714",2024-01-17,"St. Bonaventure","A10","Rhode Island","A10","Home","W","99-64",0.0887647278042675,"Quadrant 4"
"5715",2024-01-17,"Texas Tech","B12","Houston","B12","Away","L","77-54",-0.0610664246758824,"Quadrant 1"
"5716",2024-01-17,"Houston","B12","Texas Tech","B12","Home","W","77-54",0.430578574942082,"Quadrant 1"
"5717",2024-01-17,"The Citadel","SC","UNC Greensboro","SC","Away","L","73-67",-0.63876027564334,"Quadrant 2"
"5718",2024-01-17,"UNC Greensboro","SC","The Citadel","SC","Home","W","73-67",0.0373681506318579,"Quadrant 4"
"5719",2024-01-17,"Tulane","Amer","UAB","Amer","Away","L","83-69",-0.622352419860261,"Quadrant 2"
"5720",2024-01-17,"UAB","Amer","Tulane","Amer","Home","W","83-69",0.127705959993255,"Quadrant 3"
"5721",2024-01-17,"UCF","B12","Texas","B12","Away","W","77-71",0.736273661479175,"Quadrant 1"
"5722",2024-01-17,"Texas","B12","UCF","B12","Home","L","77-71",-0.727530653147948,"Quadrant 2"
"5723",2024-01-17,"UCLA","P12","Arizona St.","P12","Away","W","68-66",0.361134614132663,"Quadrant 3"
"5724",2024-01-17,"Arizona St.","P12","UCLA","P12","Home","L","68-66",-0.782251161998927,"Quadrant 3"
"5725",2024-01-17,"USC","P12","Arizona","P12","Away","L","82-67",-0.115373270687788,"Quadrant 1"
"5726",2024-01-17,"Arizona","P12","USC","P12","Home","W","82-67",0.18387583653,"Quadrant 3"
"5727",2024-01-17,"UTSA","Amer","Tulsa","Amer","Away","L","107-78",-0.785440260147226,"Quadrant 3"
"5728",2024-01-17,"Tulsa","Amer","UTSA","Amer","Home","W","107-78",0.0385657316495106,"Quadrant 4"
"5729",2024-01-17,"Valparaiso","MVC","Evansville","MVC","Away","L","78-75",-0.798684614360348,"Quadrant 3"
"5730",2024-01-17,"Evansville","MVC","Valparaiso","MVC","Home","W","78-75",0.0331767898595394,"Quadrant 4"
"5731",2024-01-17,"Virginia Tech","ACC","Virginia","ACC","Away","L","65-57",-0.329916862810117,"Quadrant 1"
"5732",2024-01-17,"Virginia","ACC","Virginia Tech","ACC","Home","W","65-57",0.287661168159762,"Quadrant 2"
"5733",2024-01-17,"West Virginia","B12","Oklahoma","B12","Away","L","77-63",-0.316531963311869,"Quadrant 1"
"5734",2024-01-17,"Oklahoma","B12","West Virginia","B12","Home","W","77-63",0.114036828175201,"Quadrant 3"
"5735",2024-01-17,"Youngstown St.","Horz","Oakland","Horz","Away","L","70-67",-0.642367976922136,"Quadrant 2"
"5736",2024-01-17,"Oakland","Horz","Youngstown St.","Horz","Home","W","70-67",0.124403071471177,"Quadrant 3"
"5737",2024-01-18,"Abilene Christian","WAC","Tarleton St.","WAC","Away","L","79-71",-0.722128644684185,"Quadrant 3"
"5738",2024-01-18,"Tarleton St.","WAC","Abilene Christian","WAC","Home","W","79-71",0.0522116147401219,"Quadrant 4"
"5739",2024-01-18,"Campbell","CAA","William & Mary","CAA","Away","W","77-64",0.072108885942237,"Quadrant 4"
"5740",2024-01-18,"William & Mary","CAA","Campbell","CAA","Home","L","77-64",-0.968147888841947,"Quadrant 4"
"5741",2024-01-18,"Central Arkansas","ASun","Lipscomb","ASun","Away","W","96-86",0.192973461289033,"Quadrant 3"
"5742",2024-01-18,"Lipscomb","ASun","Central Arkansas","ASun","Home","L","96-86",-0.984285433493933,"Quadrant 4"
"5743",2024-01-18,"Coastal Carolina","SB","Georgia Southern","SB","Away","L","73-70",-0.901375351766305,"Quadrant 4"
"5744",2024-01-18,"Georgia Southern","SB","Coastal Carolina","SB","Home","W","73-70",0.0254603352771678,"Quadrant 4"
"5745",2024-01-18,"Denver","Sum","North Dakota St.","Sum","Away","W","78-70",0.174592755951329,"Quadrant 4"
"5746",2024-01-18,"North Dakota St.","Sum","Denver","Sum","Home","L","78-70",-0.948216767905373,"Quadrant 4"
"5747",2024-01-18,"Eastern Washington","BSky","Weber St.","BSky","Away","W","80-78",0.325019194835914,"Quadrant 2"
"5748",2024-01-18,"Weber St.","BSky","Eastern Washington","BSky","Home","L","80-78",-0.869370855227799,"Quadrant 3"
"5749",2024-01-18,"FIU","CUSA","Liberty","CUSA","Away","L","78-69",-0.611878094637216,"Quadrant 2"
"5750",2024-01-18,"Liberty","CUSA","FIU","CUSA","Home","W","78-69",0.0313551132151783,"Quadrant 4"
"5751",2024-01-18,"Gonzaga","WCC","Pepperdine","WCC","Away","W","86-61",0.181643992686658,"Quadrant 4"
"5752",2024-01-18,"Pepperdine","WCC","Gonzaga","WCC","Home","L","86-61",-0.539694947285923,"Quadrant 1"
"5753",2024-01-18,"Green Bay","Horz","Wright St.","Horz","Away","W","88-81",0.301874875594356,"Quadrant 3"
"5754",2024-01-18,"Wright St.","Horz","Green Bay","Horz","Home","L","88-81",-0.937063000737903,"Quadrant 4"
"5755",2024-01-18,"Hampton","CAA","Hofstra","CAA","Away","L","86-77",-0.643242501348319,"Quadrant 2"
"5756",2024-01-18,"Hofstra","CAA","Hampton","CAA","Home","W","86-77",0.0182546282615419,"Quadrant 4"
"5757",2024-01-18,"Hawaii","BW","Long Beach St.","BW","Away","L","79-71",-0.74208856494749,"Quadrant 3"
"5758",2024-01-18,"Long Beach St.","BW","Hawaii","BW","Home","W","79-71",0.0847851691882178,"Quadrant 4"
"5759",2024-01-18,"Idaho","BSky","Idaho St.","BSky","Away","L","64-59",-0.850972304961271,"Quadrant 4"
"5760",2024-01-18,"Idaho St.","BSky","Idaho","BSky","Home","W","64-59",0.0431291842593646,"Quadrant 4"
"5761",2024-01-18,"Illinois","B10","Michigan","B10","Away","W","88-73",0.464854690537548,"Quadrant 2"
"5762",2024-01-18,"Michigan","B10","Illinois","B10","Home","L","88-73",-0.443263357936216,"Quadrant 1"
"5763",2024-01-18,"Kennesaw St.","ASun","North Florida","ASun","Away","L","84-75",-0.813492729968235,"Quadrant 3"
"5764",2024-01-18,"North Florida","ASun","Kennesaw St.","ASun","Home","W","84-75",0.0426440774738843,"Quadrant 4"
"5765",2024-01-18,"Little Rock","OVC","Southern Indiana","OVC","Away","W","77-75",0.064839036127805,"Quadrant 4"
"5766",2024-01-18,"Southern Indiana","OVC","Little Rock","OVC","Home","L","77-75",-0.935240483167453,"Quadrant 4"
"5767",2024-01-18,"Louisiana Monroe","SB","James Madison","SB","Away","L","89-70",-0.448355780130128,"Quadrant 1"
"5768",2024-01-18,"James Madison","SB","Louisiana Monroe","SB","Home","W","89-70",0.0338992551337562,"Quadrant 4"
"5769",2024-01-18,"Loyola Marymount","WCC","San Francisco","WCC","Away","L","90-74",-0.47214667157436,"Quadrant 1"
"5770",2024-01-18,"San Francisco","WCC","Loyola Marymount","WCC","Home","W","90-74",0.0777481160281874,"Quadrant 4"
"5771",2024-01-18,"Maine","AE","UMBC","AE","Away","L","70-65",-0.88458772224503,"Quadrant 4"
"5772",2024-01-18,"UMBC","AE","Maine","AE","Home","W","70-65",0.0490367601313525,"Quadrant 4"
